"","mouse.names","human.names","mouse.ensemble"
"7979","Gja4","GJA4","ENSMUSG00000050234"
"7980","Eif2a","EIF2A","ENSMUSG00000027810"
"7981","Tbc1d20","TBC1D20","ENSMUSG00000027465"
"7982","Rbmx2","RBMX2","ENSMUSG00000031107"
"7983","Dusp12","DUSP12","ENSMUSG00000026659"
"7984","Isca1","ISCA1","ENSMUSG00000044792"
"7986","Gatad1","GATAD1","ENSMUSG00000007415"
"7987","C1qtnf5","C1QTNF5","ENSMUSG00000079592"
"7988","Sfxn5","SFXN5","ENSMUSG00000033720"
"7989","Rab24","RAB24","ENSMUSG00000034789"
"7990","Reep2","REEP2","ENSMUSG00000038555"
"7991","Zfand3","ZFAND3","ENSMUSG00000044477"
"7992","Exosc3","EXOSC3","ENSMUSG00000028322"
"7993","Chac2","CHAC2","ENSMUSG00000020309"
"7994","Wdr41","WDR41","ENSMUSG00000042015"
"7995","Tmx4","TMX4","ENSMUSG00000034723"
"7996","Tmem128","TMEM128","ENSMUSG00000067365"
"7997","Necab2","NECAB2","ENSMUSG00000031837"
"7998","Rrp12","RRP12","ENSMUSG00000035049"
"7999","Gigyf2","GIGYF2","ENSMUSG00000048000"
"8000","Amh","AMH","ENSMUSG00000035262"
"8001","Rbm26","RBM26","ENSMUSG00000022119"
"8002","Ddx42","DDX42","ENSMUSG00000020705"
"8003","Rcn2","RCN2","ENSMUSG00000032320"
"8004","Tut1","TUT1","ENSMUSG00000071645"
"8005","Fam131c","FAM131C","ENSMUSG00000006218"
"8006","Snrnp35","SNRNP35","ENSMUSG00000029402"
"8007","Nif3l1","NIF3L1","ENSMUSG00000026036"
"8008","Ildr2","ILDR2","ENSMUSG00000040612"
"8009","Ppp1r14c","PPP1R14C","ENSMUSG00000040653"
"8010","Rrs1","RRS1","ENSMUSG00000061024"
"8011","Otol1","OTOL1","ENSMUSG00000027788"
"8012","Trpc2","TRPC2","ENSMUSG00000100254"
"8013","Uncx","UNCX","ENSMUSG00000029546"
"8014","Cyp26c1","CYP26C1","ENSMUSG00000062432"
"8015","Crmp1","CRMP1","ENSMUSG00000029121"
"8016","Vps11","VPS11","ENSMUSG00000032127"
"8017","Wt1","WT1","ENSMUSG00000016458"
"8018","Hamp","HAMP","ENSMUSG00000050440"
"8020","Nrl","NRL","ENSMUSG00000040632"
"8021","Rad52","RAD52","ENSMUSG00000030166"
"8022","Setd4","SETD4","ENSMUSG00000022948"
"8023","Trmt2b","TRMT2B","ENSMUSG00000067369"
"8024","Rd3","RD3","ENSMUSG00000049353"
"8025","Dpysl4","DPYSL4","ENSMUSG00000025478"
"8026","Dpysl3","DPYSL3","ENSMUSG00000024501"
"8027","Pygo2","PYGO2","ENSMUSG00000047824"
"8028","Pim3","PIM3","ENSMUSG00000035828"
"8029","Mrps7","MRPS7","ENSMUSG00000046756"
"8030","Dcaf11","DCAF11","ENSMUSG00000022214"
"8031","Slc8a1","SLC8A1","ENSMUSG00000054640"
"8032","Igsf21","IGSF21","ENSMUSG00000040972"
"8033","Mrpl2","MRPL2","ENSMUSG00000002767"
"8034","Rab33b","RAB33B","ENSMUSG00000027739"
"8035","Tmem198","TMEM198","ENSMUSG00000051703"
"8036","Plgrkt","PLGRKT","ENSMUSG00000016495"
"8037","Gpr157","GPR157","ENSMUSG00000047875"
"8038","Psph","PSPH","ENSMUSG00000029446"
"8039","Bloc1s2","BLOC1S2","ENSMUSG00000057506"
"8040","Spcs1","SPCS1","ENSMUSG00000021917"
"8041","Mrps35","MRPS35","ENSMUSG00000040112"
"8042","Kansl3","KANSL3","ENSMUSG00000010453"
"8043","Recql","RECQL","ENSMUSG00000030243"
"8044","Vti1a","VTI1A","ENSMUSG00000024983"
"8045","Wfs1","WFS1","ENSMUSG00000039474"
"8046","Inpp5e","INPP5E","ENSMUSG00000026925"
"8047","Iqgap1","IQGAP1","ENSMUSG00000030536"
"8048","Rnf121","RNF121","ENSMUSG00000070426"
"8049","Esyt3","ESYT3","ENSMUSG00000037681"
"8050","Dhx8","DHX8","ENSMUSG00000034931"
"8051","Mrps30","MRPS30","ENSMUSG00000021731"
"8052","Snx10","SNX10","ENSMUSG00000038301"
"8053","Trrap","TRRAP","ENSMUSG00000045482"
"8054","Sdhaf1","SDHAF1","ENSMUSG00000074211"
"8055","Tbc1d24","TBC1D24","ENSMUSG00000036473"
"8056","Gigyf1","GIGYF1","ENSMUSG00000029714"
"8057","AI597479","C2orf49","ENSMUSG00000010290"
"8058","Aar2","AAR2","ENSMUSG00000027628"
"8059","Fam3d","FAM3D","ENSMUSG00000021749"
"8060","Cast","CAST","ENSMUSG00000021585"
"8061","Magi2","MAGI2","ENSMUSG00000040003"
"8062","Hoxb13","HOXB13","ENSMUSG00000049604"
"8063","Tdp2","TDP2","ENSMUSG00000035958"
"8064","Grk1","GRK1","ENSMUSG00000031450"
"8065","Gpr139","GPR139","ENSMUSG00000066197"
"8066","Gpr146","GPR146","ENSMUSG00000044197"
"8067","Celsr1","CELSR1","ENSMUSG00000016028"
"8068","Ndufa12","NDUFA12","ENSMUSG00000020022"
"8069","Kbtbd12","KBTBD12","ENSMUSG00000033182"
"8070","Mpi","MPI","ENSMUSG00000032306"
"8071","Cish","CISH","ENSMUSG00000032578"
"8072","Il10rb","IL10RB","ENSMUSG00000022969"
"8073","Bloc1s3","BLOC1S3","ENSMUSG00000057667"
"8074","Agxt2","AGXT2","ENSMUSG00000089678"
"8075","E4f1","E4F1","ENSMUSG00000024137"
"8076","Acbd7","ACBD7","ENSMUSG00000026644"
"8077","Fstl3","FSTL3","ENSMUSG00000020325"
"8078","Borcs7","BORCS7","ENSMUSG00000062376"
"8079","Miox","MIOX","ENSMUSG00000022613"
"8080","Etv5","ETV5","ENSMUSG00000013089"
"8081","Plin2","PLIN2","ENSMUSG00000028494"
"8082","Grhl2","GRHL2","ENSMUSG00000022286"
"8083","Smim19","SMIM19","ENSMUSG00000031534"
"8084","Rsad2","RSAD2","ENSMUSG00000020641"
"8085","Srp14","SRP14","ENSMUSG00000009549"
"8086","B3gntl1","B3GNTL1","ENSMUSG00000046605"
"8087","Etnk2","ETNK2","ENSMUSG00000070644"
"8088","Ston2","STON2","ENSMUSG00000020961"
"8089","Mfsd11","MFSD11","ENSMUSG00000020818"
"8090","Smg5","SMG5","ENSMUSG00000001415"
"8091","Adal","ADAL","ENSMUSG00000027259"
"8092","Camk2g","CAMK2G","ENSMUSG00000021820"
"8093","Dgat2","DGAT2","ENSMUSG00000030747"
"8094","Ankrd13b","ANKRD13B","ENSMUSG00000037907"
"8095","Snx6","SNX6","ENSMUSG00000005656"
"8096","Barhl2","BARHL2","ENSMUSG00000034384"
"8097","Esco2","ESCO2","ENSMUSG00000022034"
"8098","Tmem115","TMEM115","ENSMUSG00000010045"
"8099","B3gnt2","B3GNT2","ENSMUSG00000051650"
"8100","Sugct","SUGCT","ENSMUSG00000055137"
"8101","Bhlhe23","BHLHE23","ENSMUSG00000045493"
"8102","C1ra","C1R","ENSMUSG00000055172"
"8104","Cabp2","CABP2","ENSMUSG00000024857"
"8105","Cog3","COG3","ENSMUSG00000034893"
"8106","Gsg1l","GSG1L","ENSMUSG00000046182"
"8107","Noxa1","NOXA1","ENSMUSG00000036805"
"8108","Aasdhppt","AASDHPPT","ENSMUSG00000025894"
"8109","Vgll2","VGLL2","ENSMUSG00000049641"
"8110","Asap3","ASAP3","ENSMUSG00000036995"
"8111","Scamp4","SCAMP4","ENSMUSG00000113949"
"8112","Pdf","PDF","ENSMUSG00000078931"
"8113","Ano10","ANO10","ENSMUSG00000037949"
"8114","Idi1-ps1","IDI1","ENSMUSG00000083287"
"8115","Idi2","IDI2","ENSMUSG00000033520"
"8118","Snx24","SNX24","ENSMUSG00000024535"
"8119","Rab27a","RAB27A","ENSMUSG00000032202"
"8120","Herpud1","HERPUD1","ENSMUSG00000031770"
"8121","Brms1l","BRMS1L","ENSMUSG00000012076"
"8122","Nudt17","NUDT17","ENSMUSG00000028100"
"8123","Ccdc77","CCDC77","ENSMUSG00000030177"
"8124","Bag5","BAG5","ENSMUSG00000049792"
"8125","Mrpl44","MRPL44","ENSMUSG00000026248"
"8126","Tor2a","TOR2A","ENSMUSG00000009563"
"8127","Nde1","NDE1","ENSMUSG00000022678"
"8128","Ubtd1","UBTD1","ENSMUSG00000025171"
"8129","Fbxl18","FBXL18","ENSMUSG00000066640"
"8130","Mtmr7","MTMR7","ENSMUSG00000039431"
"8131","Mlf2","MLF2","ENSMUSG00000030120"
"8132","Rnf11","RNF11","ENSMUSG00000028557"
"8133","Sppl3","SPPL3","ENSMUSG00000029550"
"8134","Lsr","LSR","ENSMUSG00000001247"
"8135","Ergic1","ERGIC1","ENSMUSG00000001576"
"8136","Afap1l1","AFAP1L1","ENSMUSG00000033032"
"8137","Dcbld1","DCBLD1","ENSMUSG00000019891"
"8138","Pex11g","PEX11G","ENSMUSG00000069633"
"8139","Tsnax","TSNAX","ENSMUSG00000056820"
"8140","Cep19","CEP19","ENSMUSG00000035790"
"8141","Snx1","SNX1","ENSMUSG00000032382"
"8142","Sec62","SEC62","ENSMUSG00000027706"
"8143","Pggt1b","PGGT1B","ENSMUSG00000024477"
"8144","Slc9a7","SLC9A7","ENSMUSG00000037341"
"8145","Slc25a29","SLC25A29","ENSMUSG00000021265"
"8146","Hmbox1","HMBOX1","ENSMUSG00000021972"
"8147","Aplnr","APLNR","ENSMUSG00000044338"
"8148","Ube2s","UBE2S","ENSMUSG00000060860"
"8150","Ccdc22","CCDC22","ENSMUSG00000031143"
"8151","Mier3","MIER3","ENSMUSG00000032727"
"8152","Tfap2d","TFAP2D","ENSMUSG00000042596"
"8153","Klhl40","KLHL40","ENSMUSG00000074001"
"8154","Bcl2","BCL2","ENSMUSG00000057329"
"8155","Zfp622","ZNF622","ENSMUSG00000052253"
"8156","Ngfr","NGFR","ENSMUSG00000000120"
"8157","St8sia1","ST8SIA1","ENSMUSG00000030283"
"8158","Ppil1","PPIL1","ENSMUSG00000024007"
"8159","Plaat1","PLAAT1","ENSMUSG00000022525"
"8160","Iglc3","IGLC1","ENSMUSG00000105547"
"8161","Igkc","IGKC","ENSMUSG00000076609"
"8162","Igkv6-23","IGKV4-1","ENSMUSG00000095630"
"8171","Ahrr","AHRR","ENSMUSG00000021575"
"8172","Il11","IL11","ENSMUSG00000004371"
"8173","Yipf7","YIPF7","ENSMUSG00000029158"
"8174","Nubp2","NUBP2","ENSMUSG00000039183"
"8175","Trmo","TRMO","ENSMUSG00000028331"
"8176","4933434E20Rik","C1orf43","ENSMUSG00000027942"
"8177","Ppp1r27","PPP1R27","ENSMUSG00000025129"
"8178","Slco2b1","SLCO2B1","ENSMUSG00000030737"
"8179","Uba52","UBA52","ENSMUSG00000090137"
"8181","Apod","APOD","ENSMUSG00000022548"
"8182","Tbce","TBCE","ENSMUSG00000039233"
"8183","Car10","CA10","ENSMUSG00000056158"
"8184","Srek1ip1","SREK1IP1","ENSMUSG00000021716"
"8185","Llph","LLPH","ENSMUSG00000020224"
"8186","Atg101","ATG101","ENSMUSG00000037204"
"8187","Ube2c","UBE2C","ENSMUSG00000001403"
"8188","Car14","CA14","ENSMUSG00000038526"
"8189","Txnl4b","TXNL4B","ENSMUSG00000031723"
"8190","Atg10","ATG10","ENSMUSG00000021619"
"8191","Nphs2","NPHS2","ENSMUSG00000026602"
"8192","Hmgn2","HMGN2","ENSMUSG00000003038"
"8194","Gamt","GAMT","ENSMUSG00000020150"
"8195","Tamm41","TAMM41","ENSMUSG00000030316"
"8196","Itga2b","ITGA2B","ENSMUSG00000034664"
"8197","Wwtr1","WWTR1","ENSMUSG00000027803"
"8198","Ackr4","ACKR4","ENSMUSG00000079355"
"8199","Ago3","AGO3","ENSMUSG00000028842"
"8200","Ncoa3","NCOA3","ENSMUSG00000027678"
"8201","Nphs1","NPHS1","ENSMUSG00000006649"
"8202","Il10","IL10","ENSMUSG00000016529"
"8203","Primpol","PRIMPOL","ENSMUSG00000038225"
"8204","Exo5","EXO5","ENSMUSG00000028629"
"8205","Rab11fip1","RAB11FIP1","ENSMUSG00000031488"
"8206","Ccdc92","CCDC92","ENSMUSG00000037979"
"8207","Dcdc2a","DCDC2","ENSMUSG00000035910"
"8208","Dcdc2b","DCDC2B","ENSMUSG00000078552"
"8209","Mtm1","MTM1","ENSMUSG00000031337"
"8210","Cdc16","CDC16","ENSMUSG00000038416"
"8211","Hras","HRAS","ENSMUSG00000025499"
"8212","Bscl2","BSCL2","ENSMUSG00000071657"
"8213","Katnal2","KATNAL2","ENSMUSG00000025420"
"8214","Golph3l","GOLPH3L","ENSMUSG00000046519"
"8215","Drd4","DRD4","ENSMUSG00000025496"
"8216","Dzip1l","DZIP1L","ENSMUSG00000037784"
"8217","Id4","ID4","ENSMUSG00000021379"
"8218","Mrnip","MRNIP","ENSMUSG00000020381"
"8219","Pdik1l","PDIK1L","ENSMUSG00000050890"
"8220","Naga","NAGA","ENSMUSG00000022453"
"8221","Gpr55","GPR55","ENSMUSG00000049608"
"8222","Itgb1bp1","ITGB1BP1","ENSMUSG00000062352"
"8223","4833439L19Rik","KIAA1191","ENSMUSG00000025871"
"8224","Rpl22","RPL22","ENSMUSG00000028936"
"8225","Ppp1r7","PPP1R7","ENSMUSG00000026275"
"8226","Dzank1","DZANK1","ENSMUSG00000037259"
"8227","Pip4p1","PIP4P1","ENSMUSG00000035953"
"8228","Sptan1","SPTAN1","ENSMUSG00000057738"
"8229","Tcf3","TCF3","ENSMUSG00000020167"
"8230","Camk2a","CAMK2A","ENSMUSG00000024617"
"8231","Numbl","NUMBL","ENSMUSG00000063160"
"8232","Tcf21","TCF21","ENSMUSG00000045680"
"8233","Pla2g3","PLA2G3","ENSMUSG00000034579"
"8234","Hhat","HHAT","ENSMUSG00000037375"
"8235","Lbh","LBH","ENSMUSG00000024063"
"8236","Pm20d1","PM20D1","ENSMUSG00000042251"
"8237","Ttyh3","TTYH3","ENSMUSG00000036565"
"8238","Grpel1","GRPEL1","ENSMUSG00000029198"
"8239","Myef2l","MYEF2","ENSMUSG00000049230"
"8241","Mapk10","MAPK10","ENSMUSG00000046709"
"8242","Smyd3","SMYD3","ENSMUSG00000055067"
"8243","Mfsd1","MFSD1","ENSMUSG00000027775"
"8244","Ppp2r2c","PPP2R2C","ENSMUSG00000029120"
"8245","Lpin3","LPIN3","ENSMUSG00000027412"
"8246","Ckap5","CKAP5","ENSMUSG00000040549"
"8247","Arfgap2","ARFGAP2","ENSMUSG00000027255"
"8248","Taf5","TAF5","ENSMUSG00000025049"
"8249","Nop53","NOP53","ENSMUSG00000041560"
"8250","Poglut1","POGLUT1","ENSMUSG00000034064"
"8251","Mmd","MMD","ENSMUSG00000003948"
"8252","Snx2","SNX2","ENSMUSG00000034484"
"8253","Abhd13","ABHD13","ENSMUSG00000040396"
"8254","Sh3d21","SH3D21","ENSMUSG00000073758"
"8255","Sdr42e1","SDR42E1","ENSMUSG00000034308"
"8256","Kcnk2","KCNK2","ENSMUSG00000037624"
"8257","Eefsec","EEFSEC","ENSMUSG00000033216"
"8258","Tgfbr1","TGFBR1","ENSMUSG00000007613"
"8259","Kcns3","KCNS3","ENSMUSG00000043673"
"8260","Fbxl8","FBXL8","ENSMUSG00000033313"
"8261","Ppox","PPOX","ENSMUSG00000062729"
"8262","Wdr27","WDR27","ENSMUSG00000046991"
"8263","Rhot2","RHOT2","ENSMUSG00000025733"
"8264","Thnsl2","THNSL2","ENSMUSG00000054474"
"8265","Saxo2","SAXO2","ENSMUSG00000038570"
"8266","Phykpl","PHYKPL","ENSMUSG00000020359"
"8267","Actn2","ACTN2","ENSMUSG00000052374"
"8268","Sspn","SSPN","ENSMUSG00000030255"
"8269","Dnajb5","DNAJB5","ENSMUSG00000036052"
"8270","Btnl10","BTNL10P","ENSMUSG00000020490"
"8271","Ppm1f","PPM1F","ENSMUSG00000026181"
"8272","Wnt7a","WNT7A","ENSMUSG00000030093"
"8273","Dap3","DAP3","ENSMUSG00000068921"
"8274","Atp5me","ATP5ME","ENSMUSG00000050856"
"8275","Scn4a","SCN4A","ENSMUSG00000001027"
"8276","Grin1","GRIN1","ENSMUSG00000026959"
"8277","Ireb2","IREB2","ENSMUSG00000032293"
"8278","Irgc","IRGC","ENSMUSG00000062028"
"8279","Lhx2","LHX2","ENSMUSG00000000247"
"8280","Cacna1s","CACNA1S","ENSMUSG00000026407"
"8281","Fgf20","FGF20","ENSMUSG00000031603"
"8282","Ripply1","RIPPLY1","ENSMUSG00000072945"
"8283","Ripply2","RIPPLY2","ENSMUSG00000047897"
"8284","Ripply3","RIPPLY3","ENSMUSG00000022941"
"8285","Kctd16","KCTD16","ENSMUSG00000051401"
"8286","Kctd8","KCTD8","ENSMUSG00000037653"
"8287","Lama1","LAMA1","ENSMUSG00000032796"
"8288","Lama2","LAMA2","ENSMUSG00000019899"
"8289","Med12","MED12","ENSMUSG00000079487"
"8290","Bbs1","BBS1","ENSMUSG00000006464"
"8291","Bbs4","BBS4","ENSMUSG00000025235"
"8292","Moxd2","MOXD2P","ENSMUSG00000029885"
"8293","Arnt","ARNT","ENSMUSG00000015522"
"8294","Crybb2","CRYBB2","ENSMUSG00000042240"
"8295","Casz1","CASZ1","ENSMUSG00000028977"
"8296","Ccr9","CCR9","ENSMUSG00000029530"
"8297","Pex14","PEX14","ENSMUSG00000028975"
"8298","Gpr158","GPR158","ENSMUSG00000045967"
"8299","Crybb3","CRYBB3","ENSMUSG00000029352"
"8300","Mtus2","MTUS2","ENSMUSG00000029651"
"8301","Ucn3","UCN3","ENSMUSG00000044988"
"8302","Lenep","LENEP","ENSMUSG00000078173"
"8303","Zfpm2","ZFPM2","ENSMUSG00000022306"
"8304","Ccdc85b","CCDC85B","ENSMUSG00000095098"
"8305","Sparcl1","SPARCL1","ENSMUSG00000029309"
"8306","Dock4","DOCK4","ENSMUSG00000035954"
"8307","Ar","AR","ENSMUSG00000046532"
"8308","Zan","ZAN","ENSMUSG00000079173"
"8309","Atp5f1a","ATP5F1A","ENSMUSG00000025428"
"8310","Gpr156","GPR156","ENSMUSG00000046961"
"8311","Lman1","LMAN1","ENSMUSG00000041891"
"8312","Tas1r1","TAS1R1","ENSMUSG00000028950"
"8313","Ccdc28b","CCDC28B","ENSMUSG00000028795"
"8314","Prlhr","PRLHR","ENSMUSG00000045052"
"8315","Il22","IL22","ENSMUSG00000074695"
"8316","Cd8a","CD8A","ENSMUSG00000053977"
"8317","Il15","IL15","ENSMUSG00000031712"
"8318","a","ASIP","ENSMUSG00000027596"
"8319","Ptprc","PTPRC","ENSMUSG00000026395"
"8320","Tssk6","TSSK6","ENSMUSG00000047654"
"8321","Pld2","PLD2","ENSMUSG00000020828"
"8322","Lgi2","LGI2","ENSMUSG00000039252"
"8323","Lgi3","LGI3","ENSMUSG00000033595"
"8324","Adcy6","ADCY6","ENSMUSG00000022994"
"8325","Cacnb3","CACNB3","ENSMUSG00000003352"
"8326","Ptger4","PTGER4","ENSMUSG00000039942"
"8327","Kmt2d","KMT2D","ENSMUSG00000048154"
"8328","Hnrnpa3","HNRNPA3","ENSMUSG00000059005"
"8329","Anapc10","ANAPC10","ENSMUSG00000036977"
"8330","Corin","CORIN","ENSMUSG00000005220"
"8331","Sec22c","SEC22C","ENSMUSG00000061536"
"8332","Mtif3","MTIF3","ENSMUSG00000016510"
"8333","Usp12","USP12","ENSMUSG00000029640"
"8334","St8sia3","ST8SIA3","ENSMUSG00000056812"
"8335","Cubn","CUBN","ENSMUSG00000026726"
"8336","Rhoh","RHOH","ENSMUSG00000029204"
"8337","Ccdc78","CCDC78","ENSMUSG00000071202"
"8338","Prtg","PRTG","ENSMUSG00000036030"
"8339","Plag1","PLAG1","ENSMUSG00000003282"
"8340","Polg","POLG","ENSMUSG00000039176"
"8341","Syt8","SYT8","ENSMUSG00000031098"
"8342","Scaper","SCAPER","ENSMUSG00000034007"
"8343","Ice2","ICE2","ENSMUSG00000032235"
"8344","Fancf","FANCF","ENSMUSG00000092118"
"8345","Ndp","NDP","ENSMUSG00000040138"
"8346","Kcnj8","KCNJ8","ENSMUSG00000030247"
"8347","Pou2f2","POU2F2","ENSMUSG00000008496"
"8348","As3mt","AS3MT","ENSMUSG00000003559"
"8349","Olah","OLAH","ENSMUSG00000026645"
"8350","Lipt2","LIPT2","ENSMUSG00000030725"
"8351","Asgr2","ASGR2","ENSMUSG00000040963"
"8352","Asgr1","ASGR1","ENSMUSG00000020884"
"8353","Lgsn","LGSN","ENSMUSG00000050217"
"8354","G3bp2","G3BP2","ENSMUSG00000029405"
"8355","Cog4","COG4","ENSMUSG00000031753"
"8356","Rnpc3","RNPC3","ENSMUSG00000027981"
"8357","Ush1c","USH1C","ENSMUSG00000030838"
"8358","Inpp4a","INPP4A","ENSMUSG00000026113"
"8359","Ehf","EHF","ENSMUSG00000012350"
"8360","Dpt","DPT","ENSMUSG00000026574"
"8361","Slc39a11","SLC39A11","ENSMUSG00000041654"
"8362","Slc30a8","SLC30A8","ENSMUSG00000022315"
"8363","Slc39a9","SLC39A9","ENSMUSG00000048833"
"8364","Slc35b3","SLC35B3","ENSMUSG00000021432"
"8365","Slc6a4","SLC6A4","ENSMUSG00000020838"
"8366","Cnpy1","CNPY1","ENSMUSG00000044681"
"8367","Cnpy2","CNPY2","ENSMUSG00000025381"
"8368","Cnpy4","CNPY4","ENSMUSG00000036968"
"8369","St3gal1","ST3GAL1","ENSMUSG00000013846"
"8370","St3gal5","ST3GAL5","ENSMUSG00000056091"
"8371","St8sia4","ST8SIA4","ENSMUSG00000040710"
"8372","St3gal6","ST3GAL6","ENSMUSG00000022747"
"8373","St6gal1","ST6GAL1","ENSMUSG00000022885"
"8374","St6gal2","ST6GAL2","ENSMUSG00000024172"
"8375","St6galnac4","ST6GALNAC4","ENSMUSG00000079442"
"8376","St6galnac6","ST6GALNAC6","ENSMUSG00000026811"
"8377","St8sia5","ST8SIA5","ENSMUSG00000025425"
"8378","St8sia6","ST8SIA6","ENSMUSG00000003418"
"8379","Gnl1","GNL1","ENSMUSG00000024429"
"8380","Ddr1","DDR1","ENSMUSG00000003534"
"8381","Tcf19","TCF19","ENSMUSG00000050410"
"8382","Rbm48","RBM48","ENSMUSG00000040302"
"8383","Sall4","SALL4","ENSMUSG00000027547"
"8384","Wnt5a","WNT5A","ENSMUSG00000021994"
"8385","Cacna2d3","CACNA2D3","ENSMUSG00000021991"
"8386","Rpl32","RPL32","ENSMUSG00000057841"
"8387","Ormdl2","ORMDL2","ENSMUSG00000025353"
"8388","Rpl31","RPL31","ENSMUSG00000073702"
"8389","D8Ertd738e","C19orf53","ENSMUSG00000019362"
"8390","Myl2","MYL2","ENSMUSG00000013936"
"8391","Rps27l","RPS27L","ENSMUSG00000036781"
"8392","Gmfg","GMFG","ENSMUSG00000060791"
"8393","Slc39a1","SLC39A1","ENSMUSG00000052310"
"8394","Slc39a3","SLC39A3","ENSMUSG00000046822"
"8395","Slc39a14","SLC39A14","ENSMUSG00000022094"
"8396","Dmc1","DMC1","ENSMUSG00000022429"
"8397","Rtn2","RTN2","ENSMUSG00000030401"
"8398","Dennd1a","DENND1A","ENSMUSG00000035392"
"8399","Nfs1","NFS1","ENSMUSG00000027618"
"8400","Alkbh6","ALKBH6","ENSMUSG00000042831"
"8401","Pdyn","PDYN","ENSMUSG00000027400"
"8402","Sec31b","SEC31B","ENSMUSG00000051984"
"8403","Phf8","PHF8","ENSMUSG00000041229"
"8404","Mpl","MPL","ENSMUSG00000006389"
"8405","Pdilt","PDILT","ENSMUSG00000030968"
"8406","Upk1a","UPK1A","ENSMUSG00000006313"
"8407","Tnfaip6","TNFAIP6","ENSMUSG00000053475"
"8408","Sult4a1","SULT4A1","ENSMUSG00000018865"
"8409","Wars1","WARS1","ENSMUSG00000021266"
"8410","St7","ST7","ENSMUSG00000029534"
"8411","Emg1","EMG1","ENSMUSG00000004268"
"8412","Sumf1","SUMF1","ENSMUSG00000030101"
"8413","Tchp","TCHP","ENSMUSG00000002486"
"8414","Trim68","TRIM68","ENSMUSG00000073968"
"8415","Trim39","TRIM39","ENSMUSG00000045409"
"8416","Trim17","TRIM17","ENSMUSG00000036964"
"8417","Trim58","TRIM58","ENSMUSG00000037124"
"8418","Trim21","TRIM21","ENSMUSG00000030966"
"8419","Trim11","TRIM11","ENSMUSG00000020455"
"8420","Trim27","TRIM27","ENSMUSG00000021326"
"8421","Flcn","FLCN","ENSMUSG00000032633"
"8422","Pitx1","PITX1","ENSMUSG00000021506"
"8423","Hnrnph3","HNRNPH3","ENSMUSG00000020069"
"8424","Ing1","ING1","ENSMUSG00000045969"
"8425","Rec8","REC8","ENSMUSG00000002324"
"8426","Polh","POLH","ENSMUSG00000023953"
"8427","Nfix","NFIX","ENSMUSG00000001911"
"8428","Gpat4","GPAT4","ENSMUSG00000031545"
"8429","Zbtb8a","ZBTB8A","ENSMUSG00000028807"
"8430","Capn13","CAPN13","ENSMUSG00000043705"
"8431","Elovl2","ELOVL2","ENSMUSG00000021364"
"8432","Parpbp","PARPBP","ENSMUSG00000035365"
"8433","Mmp7","MMP7","ENSMUSG00000018623"
"8434","Mettl27","METTL27","ENSMUSG00000040557"
"8435","Mcph1","MCPH1","ENSMUSG00000039842"
"8436","Xkr9","XKR9","ENSMUSG00000067813"
"8437","Gale","GALE","ENSMUSG00000028671"
"8438","Avil","AVIL","ENSMUSG00000025432"
"8439","Oxgr1","OXGR1","ENSMUSG00000044819"
"8440","Sptssb","SPTSSB","ENSMUSG00000043461"
"8441","Prkag3","PRKAG3","ENSMUSG00000006542"
"8442","Brat1","BRAT1","ENSMUSG00000000148"
"8443","Fbxo8","FBXO8","ENSMUSG00000038206"
"8444","Cdk15","CDK15","ENSMUSG00000026023"
"8445","Kalrn","KALRN","ENSMUSG00000061751"
"8446","Cacnb4","CACNB4","ENSMUSG00000017412"
"8447","Cfap36","CFAP36","ENSMUSG00000020462"
"8448","Tnfrsf9","TNFRSF9","ENSMUSG00000028965"
"8450","Ccdc93","CCDC93","ENSMUSG00000026339"
"8451","Pias2","PIAS2","ENSMUSG00000025423"
"8453","Fgf16","FGF16","ENSMUSG00000031230"
"8454","Qtrt2","QTRT2","ENSMUSG00000022704"
"8455","Ror2","ROR2","ENSMUSG00000021464"
"8456","Trim32","TRIM32","ENSMUSG00000051675"
"8457","Samd11","SAMD11","ENSMUSG00000096351"
"8458","Pold1","POLD1","ENSMUSG00000038644"
"8459","Brd9","BRD9","ENSMUSG00000057649"
"8460","Numb","NUMB","ENSMUSG00000021224"
"8461","A430005L14Rik","C1orf174","ENSMUSG00000047613"
"8462","Il13ra1","IL13RA1","ENSMUSG00000017057"
"8463","Gpnmb","GPNMB","ENSMUSG00000029816"
"8464","Lrrc4c","LRRC4C","ENSMUSG00000050587"
"8465","Ccdc126","CCDC126","ENSMUSG00000050786"
"8466","Amigo1","AMIGO1","ENSMUSG00000050947"
"8467","Magix","MAGIX","ENSMUSG00000031147"
"8468","Ikbkg","IKBKG","ENSMUSG00000004221"
"8469","Sacm1l","SACM1L","ENSMUSG00000025240"
"8470","Nxph2","NXPH2","ENSMUSG00000069132"
"8471","Hepacam2","HEPACAM2","ENSMUSG00000044156"
"8472","Zfp865","ZNF865","ENSMUSG00000074405"
"8473","Fgfr1","FGFR1","ENSMUSG00000031565"
"8474","Col8a1","COL8A1","ENSMUSG00000068196"
"8475","Tuft1","TUFT1","ENSMUSG00000005968"
"8476","Lpin2","LPIN2","ENSMUSG00000024052"
"8477","Arsg","ARSG","ENSMUSG00000020604"
"8478","Ankib1","ANKIB1","ENSMUSG00000040351"
"8479","Dennd1b","DENND1B","ENSMUSG00000056268"
"8480","Eps8l2","EPS8L2","ENSMUSG00000025504"
